player_name,player_name_clean,draft_year,position,position_group,school,draft_team,draft_round,draft_pick,hof,category,side,age,to,allpro,probowls,seasons_started,w_av,dr_av,games,pass_completions,pass_attempts,pass_yards,pass_tds,pass_ints,rush_atts,rush_yards,rush_tds,receptions,rec_yards,rec_tds,def_solo_tackles,def_ints,def_sacks,AV_year1,AV_year2,AV_year3,AV_year4,AV_4yr_sum,AV_4yr_avg,AV_4yr_avg_percentile,car_av_filled
Larry Webster,larry webster,2014,DE,DL,bloomsburg,det,4,136,False,DL,D,24.0,2016.0,0,0,0,0.0,,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0.0,0.066997519,4
Laurent Duvernay-Tardif,laurent duvernaytardif,2014,OL,OL,mcgill,kan,6,200,False,OL,O,23.0,2022.0,0,0,4,29.0,27.0,73.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,7,5,6,18,4.5,0.85,29
Lavelle Westbrooks,lavelle westbrooks,2014,DB,DB,georgia southern,cin,7,252,False,DB,D,22.0,,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.05942623,0
Logan Thomas,logan thomas,2014,QB,QB,virginia tech,ari,4,120,False,QB,O,23.0,2022.0,0,0,2,11.0,0.0,78.0,3,11,124,1,0,3,5,0,164,1506,12,10,0,0.0,0,0,0,1,1,0.25,0.370967742,7
Lonnie Ballentine,lonnie ballentine,2014,DB,DB,memphis,hou,7,256,False,DB,D,21.0,2016.0,0,0,0,0.0,0.0,4.0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.0,0,0,0,0,0,0.0,0.05942623,0
Lorenzo Taliaferro,lorenzo taliaferro,2014,RB,RB,coastal carolina,bal,4,138,False,RB,O,22.0,2016.0,0,0,0,3.0,3.0,19.0,0,0,0,0,0,82,339,5,16,153,0,4,0,0.0,3,0,0,0,3,0.75,0.333333333,3
Louis Nix,louis nix,2014,DT,DL,notre dame,hou,3,83,False,DL,D,23.0,2015.0,0,0,0,0.0,,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.061643836,0
Luke Bowanko,luke bowanko,2014,C,OL,virginia,jax,6,205,False,OL,O,23.0,2018.0,0,0,1,9.0,5.0,47.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,5,0,0,2,7,1.75,0.359813084,9
Marcus Martin,marcus martin,2014,C,OL,usc,sfo,3,70,False,OL,O,20.0,2020.0,0,0,2,11.0,11.0,29.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4,6,1,0,11,2.75,0.471962617,11
Marcus Smith,marcus smith,2014,LB,LB,louisville,phi,1,26,False,LB,D,22.0,2018.0,0,0,0,4.0,3.0,53.0,0,0,0,0,0,0,0,0,0,0,0,25,0,6.5,0,1,2,1,4,1.0,0.363543788,4
Marion Grice,marion grice,2014,RB,RB,arizona st.,sdg,6,201,False,RB,O,23.0,2014.0,0,0,0,0.0,,10.0,0,1,0,0,0,15,41,1,7,29,0,0,0,0.0,0,0,0,0,0,0.0,0.092741935,0
Marqise Lee,marqise lee,2014,WR,WR,usc,jax,2,39,False,WR,O,22.0,2019.0,0,0,2,17.0,17.0,59.0,1,2,20,1,0,16,100,0,174,2184,8,0,0,0.0,3,2,7,6,18,4.5,0.782495667,18
Marqueston Huff,marqueston huff,2014,DB,DB,wyoming,ten,4,122,False,DB,D,22.0,2016.0,0,0,0,4.0,3.0,41.0,0,0,0,0,0,0,0,0,0,0,0,25,1,1.0,2,1,1,0,4,1.0,0.369535519,4
Marquis Flowers,marquis flowers,2014,LB,LB,arizona,cin,6,212,False,LB,D,22.0,2018.0,0,0,0,7.0,4.0,53.0,0,0,0,0,0,0,0,0,0,0,0,38,0,3.5,2,0,2,3,7,1.75,0.49185336,7
Marquis Spruill,marquis spruill,2014,LB,LB,syracuse,atl,5,168,False,LB,D,23.0,,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.061099796,0
Martavis Bryant,martavis bryant,2014,WR,WR,clemson,pit,4,118,False,WR,O,22.0,2018.0,0,0,1,19.0,17.0,44.0,0,0,0,0,0,17,94,1,145,2183,17,0,0,0.0,5,7,0,6,18,4.5,0.782495667,20
Matt Hazel,matt hazel,2014,WR,WR,coastal carolina,mia,6,190,False,WR,O,22.0,2017.0,0,0,0,0.0,0.0,9.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.0,0,0,0,0,0,0.0,0.1152513,0
Matt Paradis,matt paradis,2014,OL,OL,boise st.,den,6,207,False,OL,O,24.0,2021.0,0,0,6,34.0,21.0,98.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,7,6,6,19,4.75,0.8875,37
Maurice Alexander,maurice alexander,2014,DB,DB,utah st.,stl,4,110,False,DB,D,23.0,2019.0,0,0,1,11.0,10.0,57.0,0,0,0,0,0,0,0,0,0,0,0,102,2,3.0,1,3,5,1,10,2.5,0.631830601,12
Michael Campanaro,michael campanaro,2014,WR,WR,wake forest,bal,7,218,False,WR,O,23.0,2017.0,0,0,0,4.0,4.0,24.0,0,0,0,0,0,10,131,1,31,310,2,0,0,0.0,1,0,0,3,4,1.0,0.464471404,4
Michael Sam,michael sam,2014,DE,DL,missouri,stl,7,249,False,DL,D,24.0,,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.066997519,0
Michael Schofield,michael schofield,2014,OL,OL,michigan,den,3,95,False,OL,O,23.0,2022.0,0,0,5,38.0,10.0,113.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,6,6,3,15,3.75,0.825,34
Mike Evans,mike evans,2014,WR,WR,texas aandm,tam,1,7,False,WR,O,21.0,2022.0,0,4,9,66.0,66.0,137.0,0,0,0,0,0,1,10,0,683,10425,81,5,0,0.0,8,10,10,8,36,9.0,0.965337955,65
Mitchell Van Dyk,mitchell van dyk,2014,OL,OL,portland st.,stl,7,226,False,OL,O,23.0,,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.3125,0
Morgan Moses,morgan moses,2014,OL,OL,virginia,was,3,66,False,OL,O,23.0,2022.0,0,0,8,50.0,39.0,138.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1,8,9,8,26,6.5,0.95,45
Nat Berhe,nat berhe,2014,DB,DB,san diego st.,nyg,5,152,False,DB,D,23.0,2018.0,0,0,0,3.0,3.0,42.0,0,0,0,0,0,1,2,0,0,0,0,38,0,1.0,1,0,1,1,3,0.75,0.305327869,3
Nate Freese,nate freese,2014,K,ST,boston col.,det,7,229,False,K,S,24.0,2014.0,0,0,0,-1.0,-1.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-1,0,0,0,-1,-0.25,0.052631579,-1
Nevin Lawson,nevin lawson,2014,DB,DB,utah st.,det,4,133,False,DB,D,23.0,2021.0,0,0,5,22.0,17.0,100.0,0,0,0,0,0,0,0,0,0,0,0,260,1,2.0,0,3,5,5,13,3.25,0.705601093,26
Odell Beckham Jr.,odell beckham jr,2014,WR,WR,lsu,nyg,1,12,False,WR,O,21.0,2021.0,0,3,6,55.0,41.0,96.0,4,6,144,2,0,23,170,1,531,7367,56,3,0,0.0,11,13,10,2,36,9.0,0.965337955,57
Pat O'Donnell,pat odonnell,2014,P,ST,miami (fl),chi,6,191,False,P,S,23.0,2022.0,0,0,1,15.0,15.0,145.0,1,1,38,1,0,1,-12,0,0,0,0,7,0,0.0,2,1,2,3,8,2.0,0.642857143,14
Paul Richardson,paul richardson,2014,WR,WR,colorado,sea,2,45,False,WR,O,22.0,2019.0,0,0,3,14.0,11.0,64.0,0,0,0,0,0,4,14,0,143,1809,12,2,0,0.0,3,0,2,6,11,2.75,0.660311958,15
Phillip Gaines,phillip gaines,2014,DB,DB,rice,kan,3,87,False,DB,D,23.0,2020.0,0,0,1,10.0,6.0,70.0,0,0,0,0,0,0,0,0,0,0,0,151,1,0.0,2,1,2,2,7,1.75,0.534836066,10
Pierre Desir,pierre desir,2014,DB,DB,lindenwood,cle,4,127,False,DB,D,23.0,2021.0,0,0,3,17.0,2.0,85.0,0,0,0,0,0,0,0,0,0,0,0,226,10,0.0,1,2,0,2,5,1.25,0.433743169,19
Preston Brown,preston brown,2014,LB,LB,louisville,buf,3,73,False,LB,D,21.0,2019.0,0,0,6,34.0,28.0,81.0,0,0,0,0,0,0,0,0,0,0,0,350,5,1.0,9,9,7,6,31,7.75,0.925661914,38
Prince Shembo,prince shembo,2014,LB,LB,notre dame,atl,4,139,False,LB,D,22.0,2014.0,0,0,0,2.0,2.0,16.0,0,0,0,0,0,0,0,0,0,0,0,33,0,0.0,2,0,0,0,2,0.5,0.240325866,2
Quincy Enunwa,quincy enunwa,2014,WR,WR,nebraska,nyj,6,209,False,WR,O,22.0,2019.0,0,0,2,13.0,13.0,41.0,0,0,0,0,0,2,12,0,119,1617,5,3,0,0.0,0,3,6,0,9,2.25,0.628249567,13
Ra'Shede Hageman,rashede hageman,2014,DT,DL,minnesota,atl,2,37,False,DL,D,24.0,2016.0,0,0,1,8.0,8.0,44.0,0,0,0,0,0,0,0,0,0,0,0,41,0,4.0,1,5,2,0,8,2.0,0.532876712,8
Randell Johnson,randell johnson,2014,LB,LB,florida atlantic,buf,7,221,False,LB,D,23.0,2016.0,0,0,0,2.0,2.0,16.0,0,0,0,0,0,0,0,0,0,0,0,5,0,0.0,1,1,0,0,2,0.5,0.240325866,2
Ricardo Allen,ricardo allen,2014,DB,DB,purdue,atl,5,147,False,DB,D,22.0,2021.0,0,0,5,25.0,24.0,91.0,0,0,0,0,0,0,0,0,0,0,0,256,11,1.0,0,6,5,6,17,4.25,0.789617486,28
Richard Rodgers,richard rodgers,2014,TE,TE,california,gnb,3,98,False,TE,O,22.0,2022.0,0,0,2,14.0,11.0,98.0,0,0,0,0,0,1,11,0,148,1533,15,2,0,0.0,3,5,3,1,12,3.0,0.802973978,14
Rob Blanchflower,rob blanchflower,2014,TE,TE,massachusetts,pit,7,230,False,TE,O,24.0,,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.141263941,0
Robert Herron,robert herron,2014,WR,WR,wyoming,tam,6,185,False,WR,O,22.0,2014.0,0,0,0,0.0,0.0,8.0,0,0,0,0,0,1,0,0,6,58,1,1,0,0.0,0,0,0,0,0,0.0,0.1152513,0
Ronald Powell,ronald powell,2014,LB,LB,florida,nor,5,169,False,LB,D,23.0,2014.0,0,0,0,1.0,1.0,14.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1,0,0,0,1,0.25,0.15885947,1
Ross Cockrell,ross cockrell,2014,DB,DB,duke,buf,4,109,False,DB,D,23.0,2021.0,0,0,3,20.0,0.0,97.0,0,0,0,0,0,0,0,0,0,0,0,205,7,0.0,0,4,7,4,15,3.75,0.74795082,19
Russell Bodine,russell bodine,2014,C,OL,north carolina,cin,4,111,False,OL,O,22.0,2018.0,0,0,5,30.0,28.0,74.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,8,9,7,6,30,7.5,0.925233645,33
Ryan Carrethers,ryan carrethers,2014,DT,DL,arkansas st.,sdg,5,165,False,DL,D,23.0,2016.0,0,0,0,3.0,3.0,24.0,0,0,0,0,0,0,0,0,0,0,0,29,0,0.0,1,2,0,0,3,0.75,0.271232877,3
Ryan Grant,ryan grant,2014,WR,WR,tulane,was,5,142,False,WR,O,23.0,2019.0,0,0,1,10.0,7.0,80.0,0,0,0,0,0,0,0,0,123,1333,7,2,0,0.0,0,2,1,4,7,1.75,0.576256499,49
Ryan Shazier,ryan shazier,2014,LB,LB,ohio st.,pit,1,15,False,LB,D,22.0,2017.0,0,2,3,27.0,27.0,46.0,0,0,0,0,0,0,0,0,0,0,0,202,7,7.0,2,7,10,9,28,7.0,0.901221996,28
Sammy Watkins,sammy watkins,2014,WR,WR,clemson,buf,1,4,False,WR,O,21.0,2022.0,0,0,6,43.0,20.0,111.0,0,1,0,0,1,11,76,0,364,5384,34,1,0,0.0,8,10,4,6,28,7.0,0.904679376,45
Scott Crichton,scott crichton,2014,DE,DL,oregon st.,min,3,72,False,DL,D,22.0,2015.0,0,0,0,2.0,2.0,21.0,0,0,0,0,0,0,0,0,0,0,0,8,0,0.0,1,1,0,0,2,0.5,0.267990074,2
Seantrel Henderson,seantrel henderson,2014,OL,OL,miami (fl),buf,7,237,False,OL,O,22.0,2019.0,0,0,2,14.0,13.0,39.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,7,5,0,1,13,3.25,0.8,15
Shamar Stephen,shamar stephen,2014,DT,DL,connecticut,min,7,220,False,DL,D,23.0,2021.0,0,0,4,32.0,25.0,115.0,0,0,0,0,0,0,0,0,0,0,0,99,0,4.5,3,1,8,2,14,3.5,0.724657534,35
Shaquelle Evans,shaquelle evans,2014,WR,WR,ucla,nyj,4,115,False,WR,O,23.0,,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.1152513,0
Shaquille Richardson,shaquille richardson,2014,DB,DB,arizona,pit,5,157,False,DB,D,22.0,,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.05942623,0
Shelby Harris,shelby harris,2014,DE,DL,illinois st.,oak,7,235,False,DL,D,23.0,2022.0,0,0,4,33.0,1.0,98.0,0,0,0,0,0,0,0,0,0,0,0,151,1,24.5,0,1,0,4,5,1.25,0.418114144,22
Spencer Long,spencer long,2014,OG,OL,nebraska,was,3,78,False,OL,O,23.0,2019.0,0,0,3,22.0,16.0,67.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,7,7,3,17,4.25,0.68125,23
Stanley Jean-Baptiste,stanley jeanbaptiste,2014,DB,DB,nebraska,nor,2,58,False,DB,D,24.0,2017.0,0,0,0,0.0,0.0,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0.0,0.05942623,0
Stephon Tuitt,stephon tuitt,2014,DE,DL,notre dame,pit,2,46,False,DL,D,21.0,2020.0,0,0,6,38.0,38.0,91.0,0,0,0,0,0,0,0,0,0,0,0,176,1,34.5,3,8,7,6,24,6.0,0.866004963,44
Storm Johnson,storm johnson,2014,RB,RB,central florida,jax,7,222,False,RB,O,22.0,2014.0,0,0,0,0.0,0.0,6.0,0,0,0,0,0,29,86,2,1,-4,0,0,0,0.0,0,0,0,0,0,0.0,0.092741935,0
T.J. Carrie,tj carrie,2014,DB,DB,ohio,oak,7,219,False,DB,D,24.0,2022.0,0,0,3,22.0,13.0,125.0,0,0,0,0,0,0,0,0,0,0,0,320,7,2.0,2,4,2,6,14,3.5,0.724726776,23
T.J. Jones,tj jones,2014,WR,WR,notre dame,det,6,189,False,WR,O,22.0,2019.0,0,0,0,7.0,7.0,45.0,0,0,0,0,0,1,-3,0,67,852,5,1,0,0.0,0,1,1,4,6,1.5,0.541594454,7
Tajh Boyd,tajh boyd,2014,QB,QB,clemson,nyj,6,213,False,QB,O,23.0,,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.161290323,0
Tavon Rooks,tavon rooks,2014,OL,OL,kansas st.,nor,6,202,False,OL,O,24.0,,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.3125,0
Taylor Hart,taylor hart,2014,DE,DL,oregon,phi,5,141,False,DL,D,23.0,2016.0,0,0,0,1.0,1.0,15.0,0,0,0,0,0,0,0,0,0,0,0,13,0,0.0,0,1,0,0,1,0.25,0.183622829,1
Taylor Lewan,taylor lewan,2014,OT,OL,michigan,ten,1,11,False,OL,O,23.0,2022.0,0,3,7,48.0,48.0,105.0,0,0,0,0,0,0,0,0,1,10,1,0,0,0.0,3,6,10,10,29,7.25,0.87202381,47
Ted Bolser,ted bolser,2014,TE,TE,indiana,was,7,217,False,TE,O,23.0,,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.141263941,0
Teddy Bridgewater,teddy bridgewater,2014,QB,QB,louisville,min,1,32,False,QB,O,21.0,2022.0,0,1,4,49.0,22.0,78.0,1372,2067,15120,75,47,219,846,11,0,0,0,0,0,0.0,9,14,0,0,23,5.75,0.813364055,40
Telvin Smith,telvin smith,2014,LB,LB,florida st.,jax,5,144,False,LB,D,23.0,2018.0,0,1,5,42.0,42.0,76.0,0,0,0,0,0,0,0,0,0,0,0,446,9,7.5,6,7,9,14,36,9.0,0.955193483,46
Terrance Mitchell,terrance mitchell,2014,DB,DB,oregon,dal,7,254,False,DB,D,22.0,2022.0,0,0,3,20.0,0.0,94.0,0,0,0,0,0,0,0,0,0,0,0,256,9,1.0,0,0,1,5,6,1.5,0.491120219,11
Terrance West,terrance west,2014,RB,RB,towson,cle,3,94,False,RB,O,23.0,2017.0,0,0,2,11.0,3.0,43.0,0,0,0,0,0,465,1816,11,51,344,2,0,0,0.0,3,1,6,1,11,2.75,0.616935484,11
Terrence Brooks,terrence brooks,2014,DB,DB,florida st.,bal,3,79,False,DB,D,22.0,2021.0,0,0,0,8.0,2.0,105.0,0,0,0,0,0,0,0,0,0,0,0,94,4,0.0,1,1,1,2,5,1.25,0.433743169,7
Terrence Fede,terrence fede,2014,DE,DL,marist,mia,7,234,False,DL,D,22.0,2017.0,0,0,0,5.0,5.0,51.0,0,0,0,0,0,0,0,0,0,0,0,34,0,1.0,1,1,1,2,5,1.25,0.418114144,5
Tevin Reese,tevin reese,2014,WR,WR,baylor,sdg,7,240,False,WR,O,23.0,,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.1152513,0
Timmy Jernigan,timmy jernigan,2014,DT,DL,florida st.,bal,2,48,False,DL,D,21.0,2020.0,0,0,4,25.0,14.0,76.0,0,0,0,0,0,0,0,0,0,0,0,70,1,17.5,3,4,8,7,22,5.5,0.845205479,27
Tom Savage,tom savage,2014,QB,QB,pittsburgh,hou,4,135,False,QB,O,24.0,2017.0,0,0,1,3.0,3.0,13.0,181,315,2000,5,7,16,8,0,0,0,0,0,0,0.0,0,0,1,2,3,0.75,0.497695853,3
Trai Turner,trai turner,2014,OL,OL,lsu,car,3,92,False,OL,O,21.0,2022.0,0,5,9,51.0,41.0,126.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4,10,8,8,30,7.5,0.975,50
Travis Swanson,travis swanson,2014,C,OL,arkansas,det,3,76,False,OL,O,23.0,2018.0,0,0,4,23.0,20.0,65.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,7,6,5,21,5.25,0.747663551,25
Tre Boston,tre boston,2014,DB,DB,north carolina,car,4,128,False,DB,D,22.0,2020.0,0,0,4,28.0,17.0,104.0,0,0,0,0,0,0,0,0,0,0,0,313,15,3.0,3,1,5,7,16,4.0,0.769125683,34
Tre Mason,tre mason,2014,RB,RB,auburn,stl,3,75,False,RB,O,21.0,2015.0,0,0,1,8.0,8.0,25.0,0,0,0,0,0,254,972,5,34,236,1,0,0,0.0,6,2,0,0,8,2.0,0.533602151,8
Trent Murphy,trent murphy,2014,LB,LB,stanford,was,2,47,False,LB,D,23.0,2020.0,0,0,4,33.0,11.0,86.0,0,0,0,0,0,0,0,0,0,0,0,117,1,26.0,4,7,2,0,13,3.25,0.650712831,36
Trevor Reilly,trevor reilly,2014,LB,LB,utah,nyj,7,233,False,LB,D,26.0,2017.0,0,0,0,4.0,3.0,37.0,0,0,0,0,0,0,0,0,0,0,0,27,0,1.0,1,2,0,1,4,1.0,0.363543788,4
Trey Millard,trey millard,2014,FB,RB,oklahoma,sfo,7,245,False,RB,O,23.0,,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.234042553,0
Troy Niklas,troy niklas,2014,TE,TE,notre dame,ari,2,52,False,TE,O,21.0,2017.0,0,0,1,1.0,1.0,41.0,0,0,0,0,0,0,0,0,19,203,3,7,0,0.0,0,0,0,1,1,0.25,0.323420074,1
Tyler Gaffney,tyler gaffney,2014,RB,RB,stanford,car,6,204,False,RB,O,23.0,,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.092741935,0
Tyler Starr,tyler starr,2014,LB,LB,south dakota,atl,7,255,False,LB,D,23.0,2015.0,0,0,0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0.0,0.061099796,0
Ulrick John,ulrick john,2014,OL,OL,georgia st.,ind,7,232,False,OL,O,22.0,2017.0,0,0,0,2.0,,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2,0,2,0.5,0.6875,2
Vinnie Sunseri,vinnie sunseri,2014,DB,DB,alabama,nor,5,167,False,DB,D,22.0,2016.0,0,0,0,0.0,0.0,15.0,0,0,0,0,0,0,0,0,0,0,0,7,0,0.0,0,0,0,0,0,0.0,0.05942623,0
Walt Aikens,walt aikens,2014,DB,DB,liberty,mia,4,125,False,DB,D,23.0,2019.0,0,0,0,6.0,6.0,93.0,0,0,0,0,0,0,0,0,0,0,0,70,2,0.0,1,2,1,1,5,1.25,0.433743169,7
Walt Powell,walt powell,2014,WR,WR,murray st.,ari,6,196,False,WR,O,22.0,2016.0,0,0,0,1.0,,15.0,0,0,0,0,0,0,0,0,14,142,0,0,0,0.0,0,0,1,0,1,0.25,0.280762565,1
Wesley Johnson,wesley johnson,2014,OL,OL,vanderbilt,pit,5,173,False,OL,O,23.0,2018.0,0,0,1,11.0,,51.0,0,0,0,0,0,0,0,0,1,-5,0,0,0,0.0,0,1,3,6,10,2.5,0.775,11
Weston Richburg,weston richburg,2014,OL,OL,colorado st.,nyg,2,43,False,OL,O,23.0,2019.0,0,0,5,33.0,21.0,79.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,8,8,6,1,23,5.75,0.925,37
Will Clarke,will clarke,2014,DE,DL,west virginia,cin,3,88,False,DL,D,23.0,2018.0,0,0,0,6.0,4.0,53.0,0,0,0,0,0,0,0,0,0,0,0,27,0,7.0,1,1,2,2,6,1.5,0.470223325,6
Will Smith,will smith,2014,LB,LB,texas tech,dal,7,238,False,LB,D,22.0,,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.061099796,63
Will Sutton,will sutton,2014,DT,DL,arizona st.,chi,3,82,False,DL,D,22.0,2016.0,0,0,2,8.0,8.0,36.0,0,0,0,0,0,0,0,0,0,0,0,39,0,0.0,2,4,2,0,8,2.0,0.532876712,8
Xavier Su'a-Filo,xavier suafilo,2014,OG,OL,ucla,hou,2,33,False,OL,O,23.0,2021.0,0,0,3,24.0,17.0,83.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,4,6,7,18,4.5,0.710416667,26
Yawin Smallwood,yawin smallwood,2014,LB,LB,connecticut,atl,7,253,False,LB,D,22.0,,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.061099796,0
Zach Fulton,zach fulton,2014,OG,OL,tennessee,kan,6,193,False,OL,O,22.0,2020.0,0,0,6,39.0,21.0,107.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,8,4,5,7,24,6.0,0.827083333,46
Zach Hocker,zach hocker,2014,K,ST,arkansas,was,7,228,False,K,S,23.0,2015.0,0,0,0,0.0,,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.157894737,0
Zach Mettenberger,zach mettenberger,2014,QB,QB,lsu,ten,6,178,False,QB,O,23.0,2015.0,0,0,1,1.0,1.0,14.0,208,345,2347,12,14,14,12,1,0,0,0,0,0,0.0,3,-2,0,0,1,0.25,0.370967742,1
Zach Moore,zach moore,2014,DE,DL,concordia-st.paul (mn),nwe,6,198,False,DL,D,24.0,2018.0,0,0,0,3.0,1.0,26.0,0,0,0,0,0,0,0,0,0,0,0,8,0,4.0,1,0,0,0,1,0.25,0.183622829,3
Zack Martin,zack martin,2014,OG,OL,notre dame,dal,1,16,False,OL,O,23.0,2022.0,6,8,9,93.0,93.0,137.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,15,9,15,13,52,13.0,1.0,85
A.J. Cann,aj cann,2015,OG,OL,south carolina,jax,3,67,False,OL,O,23.0,2022.0,0,0,7,39.0,35.0,111.0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,7,7,8,5,27,6.75,0.877083333,40
A.J. Derby,aj derby,2015,TE,TE,arkansas,nwe,6,202,False,TE,O,23.0,2018.0,0,0,0,3.0,0.0,25.0,0,0,0,0,0,0,0,0,40,452,3,1,0,0.0,0,1,2,0,3,0.75,0.518587361,3
Aaron Ripkowski,aaron ripkowski,2015,FB,RB,oklahoma,gnb,6,206,False,RB,O,22.0,2017.0,0,0,0,2.0,2.0,47.0,0,0,0,0,0,39,163,2,17,103,1,9,0,0.0,0,2,0,0,2,0.5,0.755319149,2
Adrian Amos,adrian amos,2015,S,DB,penn st.,chi,5,142,False,DB,D,22.0,2022.0,0,0,8,37.0,19.0,126.0,0,0,0,0,0,0,0,0,0,0,0,516,10,6.0,6,5,5,6,22,5.5,0.864864865,34
Akeem King,akeem king,2015,DB,DB,san jose st.,atl,7,249,False,DB,D,23.0,2019.0,0,0,0,3.0,0.0,34.0,0,0,0,0,0,0,0,0,0,0,0,28,0,0.0,0,0,0,1,1,0.25,0.164617486,3
Alex Carter,alex carter,2015,CB,DB,stanford,det,3,80,False,DB,D,20.0,2018.0,0,0,0,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.091304348,0
Ali Marpet,ali marpet,2015,C,OL,hobart,tam,2,61,False,OL,O,22.0,2021.0,0,1,7,43.0,43.0,101.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,6,7,5,8,26,6.5,0.864485981,42
Amari Cooper,amari cooper,2015,WR,WR,alabama,oak,1,4,False,WR,O,21.0,2022.0,0,4,8,58.0,23.0,125.0,0,1,0,0,1,14,41,0,595,8236,55,2,0,0.0,9,10,6,8,33,8.25,0.939341421,50
Amarlo Herrera,amarlo herrera,2015,ILB,LB,georgia,ind,6,207,False,LB,D,23.0,2015.0,0,0,0,0.0,0.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.073529412,0
Ameer Abdullah,ameer abdullah,2015,RB,RB,nebraska,det,2,54,False,RB,O,22.0,2022.0,0,0,2,17.0,10.0,108.0,0,0,0,0,0,413,1594,6,144,1076,8,13,0,0.0,5,1,5,0,11,2.75,0.616935484,14
Andre Debose,andre debose,2015,WR,WR,florida,oak,7,221,False,WR,O,,,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.1152513,0
Andrew Donnal,andrew donnal,2015,OT,OL,iowa,stl,4,119,False,OL,O,23.0,2019.0,0,0,0,4.0,3.0,31.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,2,1,0,4,1.0,0.30952381,4
Andrus Peat,andrus peat,2015,OT,OL,stanford,nor,1,13,False,OL,O,21.0,2022.0,0,3,6,49.0,49.0,95.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,5,9,8,11,33,8.25,0.928571429,49
