player_name (draft/basic),draft_year (draft/basic),category (draft/basic),draft_team (draft/basic),draft_round (draft/basic),draft_pick (draft/basic),school (shared_basic),has_pre_draft,has_combine_data (combine),forty_yd_dash (combine),vertical_jump (combine),bench_press (combine),broad_jump (combine),three_cone_drill (combine),twenty_yd_shuttle (combine),has_forty_yd_dash (combine),has_vertical_jump (combine),has_bench_press (combine),has_broad_jump (combine),has_three_cone_drill (combine),has_twenty_yd_shuttle (combine),height_in (combine),weight_lb (combine),predraft_total_yards,predraft_total_tds,predraft_total_opportunities,predraft_yards_per_game_unified,predraft_tds_per_game_unified,predraft_opportunities_per_game_unified,predraft_yards_per_opportunity_unified,predraft_tds_per_opportunity_unified,avg_ppa_all (pre_draft),ppa_per_play (pre_draft),career_avg_ppa (pre_draft),career_total_ppa (pre_draft),age (post_draft),to (post_draft),games (post_draft),w_av (post_draft),dr_av (post_draft),car_av_filled (post_draft),allpro (post_draft),probowls (post_draft),hof (post_draft),seasons_started (post_draft),AV_year1 (post_draft),AV_year2 (post_draft),AV_year3 (post_draft),AV_year4 (post_draft),AV_4yr_sum (post_draft),AV_4yr_avg (post_draft),AV_4yr_avg_percentile (post_draft)
Crezdon Butler,2010,DB,pit,5,164,clemson,1,1,4.43,39.5,17,121,7.08,4.23,1,1,1,1,1,1,72,191,0,0,0,0,0,0,,,,,,,23,2016,46,2,0,2,0,0,FALSE,0,0,0,0,1,1,0.25,0.164617486
D'Anthony Smith,2010,DL,jax,3,74,louisiana tech,1,1,5.01,,,,,,1,0,0,0,0,0,74,304,0,0,0,0,0,0,,,,,,,22,2015,12,1,1,1,0,0,FALSE,0,0,0,1,0,1,0.25,0.15890411
Damian Williams,2010,WR,ten,3,77,usc,1,1,4.52,38,19,118,6.79,4.24,1,1,1,1,1,1,73,197,1026,6,72,85.5,0.5,6,14.25,0.083333333,,,,,22,2014,57,10,10,11,0,0,FALSE,1,2,5,2,2,11,2.75,0.660311958
Dan LeFevour,2010,QB,chi,6,181,central michigan,1,1,4.6,29.5,,110,6.93,4.22,1,1,0,1,1,1,75,230,4176,43,640,298.2857143,3.071428571,45.71428571,6.525,0.0671875,,,,,23,,,,,0,0,0,FALSE,0,0,0,0,0,0,0,0.161290323
Dan Williams,2010,DL,ari,1,26,tennessee,1,1,5.19,32,27,96,7.88,4.87,1,1,1,1,1,1,74,327,0,0,0,0,0,0,,,,,,,23,2016,102,29,20,38,0,0,FALSE,6,2,4,7,5,18,4.5,0.798630137
Daniel Te'o-Nesheim,2010,DL,phi,3,86,washington,1,1,4.73,37,29,121,6.91,4.18,1,1,1,1,1,1,75,263,0,0,0,0,0,0,,,,,,,23,2013,39,12,1,12,0,0,FALSE,2,1,0,7,4,12,3,0.633995037
Danny Batten,2010,DL,buf,6,192,south dakota st.,1,0,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,22,2011,16,2,2,2,0,0,FALSE,0,0,2,0,0,2,0.5,0.267990074
Darrell Stuckey,2010,DB,sdg,4,110,kansas,1,1,4.46,39.5,17,120,,,1,1,1,1,0,0,71,205,0,0,0,0,0,0,,,,,,,23,2016,89,8,8,9,0,1,FALSE,0,0,1,1,1,3,0.75,0.305327869
Darryl Sharpton,2010,LB,hou,4,102,miami (fl),1,1,4.81,,24,,7.19,4.42,1,0,1,0,1,1,71,236,0,0,0,0,0,0,,,,,,,22,2014,47,10,10,11,0,0,FALSE,1,2,1,3,4,10,2.5,0.589613035
Daryl Washington,2010,LB,ari,2,47,tcu,1,1,4.58,31,17,114,,,1,1,1,1,0,0,74,230,0,0,0,0,0,0,,,,,,,23,2013,59,34,34,36,0,1,FALSE,4,5,8,16,7,36,9,0.955193483
David Gettis,2010,WR,car,6,198,baylor,1,1,4.43,34.5,15,124,6.94,4.41,1,1,1,1,1,1,75,217,675,3,52,56.25,0.25,4.333333333,12.98076923,0.057692308,,,,,23,2012,17,3,3,3,0,0,FALSE,1,3,0,0,0,3,0.75,0.416811092
David Reed,2010,WR,bal,5,156,utah,1,1,4.56,37,15,114,6.95,4.38,1,1,1,1,1,1,72,191,1192,5,85,91.69230769,0.384615385,6.538461538,14.02352941,0.058823529,,,,,23,2013,36,2,2,2,0,0,FALSE,0,1,0,1,0,2,0.5,0.363084922
Dedrick Epps,2010,TE,sdg,7,235,miami (fl),1,1,4.7,,19,,,,1,0,1,0,0,0,75,250,247,3,19,27.44444444,0.333333333,2.111111111,13,0.157894737,,,,,22,2012,6,0,,0,0,0,FALSE,0,0,0,0,0,0,0,0.141263941
Deji Karim,2010,RB,jax,6,180,southern illinois,1,0,,,,,,,,,,,,,,,83,0,18,83,0,18,4.611111111,0,,,,,23,2013,33,4,3,4,0,0,FALSE,0,1,2,1,0,4,1,0.384408602
Dekoda Watson,2010,LB,tam,7,217,florida st.,1,1,4.55,40,24,134,7.06,4.11,1,1,1,1,1,1,73,240,0,0,0,0,0,0,,,,,,,22,2019,108,11,8,12,0,0,FALSE,0,2,2,2,3,9,2.25,0.568228106
Demaryius Thomas,2010,WR,den,1,22,georgia tech,1,1,4.52,,,,,,1,0,0,0,0,0,75,224,1157,8,47,89,0.615384615,3.615384615,24.61702128,0.170212766,,,,,22,2019,143,69,65,81,0,4,FALSE,8,2,4,13,14,33,8.25,0.939341421
Dennis Pitta,2010,TE,bal,4,114,byu,1,1,4.68,34,27,113,6.72,4.17,1,1,1,1,1,1,76,245,811,8,61,62.38461538,0.615384615,4.692307692,13.29508197,0.131147541,,,,,25,2016,66,16,16,17,0,0,FALSE,1,0,4,6,1,11,2.75,0.776951673
Derrick Morgan,2010,DL,ten,1,16,georgia tech,1,1,4.77,34,,112,7.12,4.43,1,1,0,1,1,1,75,266,0,0,0,0,0,0,,,,,,,21,2018,118,40,40,47,0,0,FALSE,8,0,5,6,7,18,4.5,0.765508685
Devin McCourty,2010,DB,nwe,1,27,rutgers,1,1,4.38,36,16,126,6.7,4.07,1,1,1,1,1,1,71,193,0,0,0,0,0,0,,,,,,,23,2022,205,71,71,83,0,2,FALSE,13,10,5,7,10,32,8,0.972677596
Dexter Davis,2010,LB,sea,7,236,arizona st.,1,1,4.62,35,25,109,7.08,4.3,1,1,1,1,1,1,73,244,0,0,0,0,0,0,,,,,,,23,2011,16,1,1,1,0,0,FALSE,0,1,0,0,0,1,0.25,0.15885947
Dexter McCluster,2010,WR,kan,2,36,mississippi,1,1,4.53,37.5,20,118,,4.06,1,1,1,1,0,1,69,172,1716,12,226,143,1,18.83333333,7.592920354,0.053097345,,,,,21,2016,89,21,17,23,0,1,FALSE,1,4,4,3,7,18,4.5,0.782495667
Dez Bryant,2010,WR,dal,1,24,oklahoma st.,1,1,4.52,,,,,,1,0,0,0,0,0,74,225,323,4,17,107.6666667,1.333333333,5.666666667,19,0.235294118,,,,,21,2020,119,61,61,71,1,3,FALSE,7,7,8,11,12,38,9.5,0.979202773
Dezmon Briscoe,2010,WR,cin,6,191,kansas,1,1,4.66,33,9,115,7.1,4.57,1,1,1,1,1,1,74,207,1356,10,86,123.2727273,0.909090909,7.818181818,15.76744186,0.11627907,,,,,21,2012,25,4,,4,0,0,FALSE,0,1,3,0,0,4,1,0.464471404
Dominique Franks,2010,DB,atl,5,135,oklahoma,1,1,4.46,33.5,10,117,7.32,4.33,1,1,1,1,1,1,71,194,0,0,0,0,0,0,,,,,,,22,2014,52,6,5,6,0,0,FALSE,0,0,3,1,1,5,1.25,0.433743169
Donald Butler,2010,LB,sdg,3,79,washington,1,1,4.61,,35,,,,1,0,1,0,0,0,73,245,0,0,0,0,0,0,,,,,,,21,2016,85,29,26,32,0,0,FALSE,5,0,7,6,6,19,4.75,0.767820774
Dorin Dickerson,2010,WR,hou,7,227,pittsburgh,1,0,4.4,43.5,24,125,6.96,4.3,1,1,1,1,1,1,73,226,529,10,49,44.08333333,0.833333333,4.083333333,10.79591837,0.204081633,,,,,22,2013,23,1,0,1,0,0,FALSE,0,0,0,1,0,1,0.25,0.280762565
Doug Worthington,2010,DL,pit,7,242,ohio st.,1,1,5.02,,19,,,,1,0,1,0,0,0,77,292,0,0,0,0,0,0,,,,,,,23,2015,8,0,,0,0,0,FALSE,0,0,0,0,0,0,0,0.061643836
E.J. Wilson,2010,DL,sea,4,127,north carolina,1,1,4.97,29.5,23,,,,1,1,1,0,0,0,74,286,0,0,0,0,0,0,,,,,,,22,2010,2,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0.066997519
Earl Mitchell,2010,DL,hou,3,81,arizona,1,1,4.75,28.5,25,107,7.68,4.55,1,1,1,1,1,1,74,296,0,0,0,0,0,0,,,,,,,22,2019,130,29,10,33,0,0,FALSE,4,1,2,3,6,12,3,0.664383562
Earl Thomas,2010,DB,sea,1,14,texas,1,1,4.43,,21,113,,,1,0,1,1,0,0,70,208,0,0,0,0,0,0,,,,,,,21,2019,140,82,76,98,3,7,FALSE,9,7,12,15,16,50,12.5,0.994535519
Ed Dickson,2010,TE,bal,3,70,oregon,1,1,4.59,34,23,115,7.32,4.59,1,1,1,1,1,1,76,249,551,6,42,50.09090909,0.545454545,3.818181818,13.11904762,0.142857143,,,,,23,2018,134,16,9,18,0,0,FALSE,7,1,5,2,2,10,2.5,0.750929368
Ed Wang,2010,OL,buf,5,140,virginia tech,1,1,5.18,27,29,96,,4.7,1,1,1,1,0,1,77,314,0,0,0,0,0,0,,,,,,,23,2010,6,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0.063988095
Emmanuel Sanders,2010,WR,pit,3,82,smu,1,1,4.4,39.5,12,126,6.64,4.1,1,1,1,1,1,1,71,186,1345,7,99,103.4615385,0.538461538,7.615384615,13.58585859,0.070707071,,,,,23,2021,172,63,11,72,0,2,FALSE,9,3,2,5,7,17,4.25,0.768630849
Eric Berry,2010,DB,kan,1,5,tennessee,1,1,4.4,43,19,130,6.8,4.23,1,1,1,1,1,1,72,211,0,0,0,0,0,0,,,,,,,21,2018,89,50,50,55,3,5,FALSE,5,11,0,7,12,30,7.5,0.965163934
Eric Decker,2010,WR,den,3,87,minnesota,1,1,4.54,,15,,,,1,0,1,0,0,0,75,217,765,6,52,95.625,0.75,6.5,14.71153846,0.115384615,,,,,23,2017,111,45,26,50,0,0,FALSE,5,1,6,9,12,28,7,0.904679376
Eric Norwood,2010,LB,car,4,124,south carolina,1,1,4.71,36.5,,115,7.08,4.23,1,1,0,1,1,1,73,245,0,0,0,0,0,0,,,,,,,22,2011,28,2,2,2,0,0,FALSE,0,1,1,0,0,2,0.5,0.240325866
Eric Olsen,2010,OL,den,6,183,notre dame,1,1,5.25,29.5,35,93,7.5,4.82,1,1,1,1,1,1,76,306,0,0,0,0,0,0,,,,,,,22,2014,23,3,0,3,0,0,FALSE,0,0,0,3,0,3,0.75,0.182242991
Erik Cook,2010,OL,was,7,229,new mexico,1,1,5.55,25,19,94,8.24,4.99,1,1,1,1,1,1,78,318,0,0,0,0,0,0,,,,,,,23,2011,6,1,1,1,0,0,FALSE,0,0,1,0,0,1,0.25,0.11682243
Erik Lorig,2010,DL,tam,7,253,stanford,1,1,4.86,,,,,,1,0,0,0,0,0,75,281,0,0,0,0,0,0,,,,,,,23,2014,66,2,2,2,0,0,FALSE,1,1,0,1,0,2,0.5,0.267990074
Eugene Sims,2010,DL,stl,6,189,west texas aandm,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,24,2016,99,17,17,19,0,0,FALSE,1,1,1,2,2,6,1.5,0.470223325
Everson Griffen,2010,DL,min,4,100,usc,1,1,4.65,,32,,,,1,0,1,0,0,0,75,273,0,0,0,0,0,0,,,,,,,22,2021,170,66,65,75,0,4,FALSE,6,1,2,4,2,9,2.25,0.547146402
Fendi Onobun,2010,TE,stl,6,170,arizona,1,0,,,,,,,,,,,,,,,33,1,2,11,0.333333333,0.666666667,16.5,0.5,,,,,23,2011,4,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0.141263941
Garrett Graham,2010,TE,hou,4,118,wisconsin,1,1,4.71,34.5,20,112,7.09,4.35,1,1,1,1,1,1,75,243,624,7,51,52,0.583333333,4.25,12.23529412,0.137254902,,,,,24,2015,60,7,7,7,0,0,FALSE,2,0,0,2,3,5,1.25,0.600371747
Geno Atkins,2010,DL,cin,4,120,georgia,1,1,4.75,33,34,117,7.33,4.43,1,1,1,1,1,1,73,293,0,0,0,0,0,0,,,,,,,22,2020,161,89,89,105,2,8,FALSE,9,2,14,18,5,39,9.75,0.978082192
George Selvie,2010,DL,stl,7,226,south florida,1,1,4.93,30.5,24,109,7.48,4.63,1,1,1,1,1,1,76,252,0,0,0,0,0,0,,,,,,,23,2015,80,17,2,18,0,0,FALSE,2,2,1,1,6,10,2.5,0.586848635
Gerald McCoy,2010,DL,tam,1,3,oklahoma,1,1,5.04,30.5,23,114,7.32,4.48,1,1,1,1,1,1,76,295,0,0,0,0,0,0,,,,,,,22,2021,140,69,65,83,1,6,FALSE,10,6,2,10,14,32,8,0.949315068
Golden Tate,2010,WR,sea,2,60,notre dame,1,1,4.42,35,17,120,7.12,4.34,1,1,1,1,1,1,70,199,1682,17,118,140.1666667,1.416666667,9.833333333,14.25423729,0.144067797,,,,,22,2020,160,58,17,72,0,1,FALSE,7,2,3,8,9,22,5.5,0.845753899
Greg Hardy,2010,DL,car,6,175,mississippi,1,1,4.82,35,21,117,7.25,4.65,1,1,1,1,1,1,76,281,0,0,0,0,0,0,,,,,,,22,2015,75,33,27,35,0,1,FALSE,4,2,5,6,15,28,7,0.921836228
Hall Davis,2010,DL,stl,5,149,louisiana,1,1,4.84,,28,,,,1,0,1,0,0,0,76,271,0,0,0,0,0,0,,,,,,,23,2012,3,0,,0,0,0,FALSE,0,0,0,0,0,0,0,0.066997519
J'Marcus Webb,2010,OL,chi,7,218,west texas aandm,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,22,2020,96,29,17,33,0,0,FALSE,4,5,6,7,1,19,4.75,0.665178571
J.D. Walton,2010,OL,den,3,80,baylor,1,1,5.19,27,24,101,7.6,4.69,1,1,1,1,1,1,75,300,0,0,0,0,0,0,,,,,,,23,2015,56,22,14,23,0,0,FALSE,3,7,6,2,0,15,3.75,0.593457944
Jacoby Ford,2010,WR,oak,4,108,clemson,1,1,4.28,33.5,15,115,7,4.44,1,1,1,1,1,1,69,186,956,9,76,68.28571429,0.642857143,5.428571429,12.57894737,0.118421053,,,,,23,2013,38,12,12,12,0,0,FALSE,1,8,3,0,1,12,3,0.681109185
Jacques McClendon,2010,OL,ind,4,129,tennessee,1,0,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,22,2015,25,3,0,3,0,0,FALSE,0,0,0,0,1,1,0.25,0.204166667
Jahvid Best,2010,RB,det,1,30,california,1,1,4.34,32.5,18,113,6.75,4.17,1,1,1,1,1,1,70,199,1080,16,163,120,1.777777778,18.11111111,6.625766871,0.098159509,,,,,21,2011,22,13,13,13,0,0,FALSE,2,8,5,0,0,13,3.25,0.663978495
Jamar Chaney,2010,LB,phi,7,220,mississippi st.,1,1,4.54,39,26,124,6.9,4.29,1,1,1,1,1,1,73,242,0,0,0,0,0,0,,,,,,,23,2014,54,13,12,13,0,0,FALSE,1,2,8,2,0,12,3,0.623217923
Jamar Wall,2010,DB,dal,6,196,texas tech,1,1,4.52,,15,,,,1,0,1,0,0,0,70,204,0,0,0,0,0,0,,,,,,,22,2010,2,0,,0,0,0,FALSE,0,0,0,0,0,0,0,0.05942623
James Starks,2010,RB,gnb,6,193,buffalo,0,1,4.5,36,15,119,6.89,4.23,1,1,1,1,1,1,74,218,0,0,0,,,,,,,,,,24,2016,76,26,26,29,0,0,FALSE,0,1,8,2,4,15,3.75,0.708333333
Jameson Konz,2010,TE,sea,7,245,kent st.,1,0,,,,,,,,,,,,,,,298,2,21,29.8,0.2,2.1,14.19047619,0.095238095,,,,,24,2011,1,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0.141263941
Jammie Kirlew,2010,DL,den,7,232,indiana,1,1,5.05,33,26,111,7.5,4.74,1,1,1,1,1,1,73,260,0,0,0,0,0,0,,,,,,,23,2011,1,0,,0,0,0,FALSE,0,0,0,0,0,0,0,0.066997519
Jared Odrick,2010,DL,mia,1,28,penn st.,1,1,5.03,29,26,106,7.22,4.59,1,1,1,1,1,1,77,304,0,0,0,0,0,0,,,,,,,22,2016,87,29,20,32,0,0,FALSE,3,0,5,7,4,16,4,0.73573201
Jared Veldheer,2010,OL,oak,3,69,hillsdale,0,1,5.06,33.5,32,109,7.4,4.51,1,1,1,1,1,1,80,312,0,0,0,,,,,,,,,,23,2020,121,45,20,54,0,0,FALSE,8,6,8,7,2,23,5.75,0.757440476
Jason Fox,2010,OL,det,4,128,miami (fl),1,1,5.45,,23,,,,1,0,1,0,0,0,79,303,0,0,0,0,0,0,,,,,,,22,2015,37,9,2,9,0,0,FALSE,1,0,0,0,2,2,0.5,0.203869048
Jason Pierre-Paul,2010,DL,nyg,1,15,south florida,1,1,4.71,30.5,19,115,7.18,4.67,1,1,1,1,1,1,77,270,0,0,0,0,0,0,,,,,,,21,2022,179,74,46,83,1,3,FALSE,11,3,14,10,4,31,7.75,0.950372208
Jason Worilds,2010,DL,pit,2,52,virginia tech,1,0,4.65,38,24,114,6.95,4.29,1,1,1,1,1,1,73,254,0,0,0,0,0,0,,,,,,,22,2014,73,22,22,24,0,0,FALSE,2,2,5,3,6,16,4,0.73573201
Javier Arenas,2010,DB,kan,2,50,alabama,1,1,4.6,,,112,,,1,0,0,1,0,0,69,197,0,0,0,0,0,0,,,,,,,22,2014,69,9,8,9,0,0,FALSE,1,2,2,4,1,9,2.25,0.602459016
Jeff Owens,2010,DL,phi,7,243,georgia,1,1,4.97,30,44,101,,4.68,1,1,1,1,0,1,73,304,0,0,0,0,0,0,,,,,,,23,2010,1,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0.061643836
Jeremy Ware,2010,DB,oak,7,215,michigan st.,1,0,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,23,2010,8,1,1,1,0,0,FALSE,0,1,0,0,0,1,0.25,0.164617486
Jermaine Cunningham,2010,LB,nwe,2,53,florida,1,0,4.89,,,,,,1,0,0,0,0,0,75,266,0,0,0,0,0,0,,,,,,,22,2013,38,8,8,8,0,0,FALSE,1,4,1,3,0,8,2,0.530549898
Jermaine Gresham,2010,TE,cin,1,21,oklahoma,0,1,4.66,35,20,113,7.07,4.53,1,1,1,1,1,1,77,261,0,0,0,,,,,,,,,,22,2018,132,28,22,32,0,2,FALSE,9,4,5,7,4,20,5,0.927509294
Jerome Murphy,2010,DB,stl,3,65,south florida,1,1,4.5,38,16,127,6.87,4.05,1,1,1,1,1,1,72,196,0,0,0,0,0,0,,,,,,,23,2013,33,3,2,3,0,0,FALSE,0,2,0,0,1,3,0.75,0.305327869
Jerry Hughes,2010,DL,ind,1,31,tcu,1,0,4.65,34.5,26,118,6.99,4.15,1,1,1,1,1,1,74,255,0,0,0,0,0,0,,,,,,,22,2022,201,67,3,68,0,0,FALSE,9,1,1,4,3,9,2.25,0.547146402
Jim Dray,2010,TE,ari,7,233,stanford,1,1,4.82,,17,,,,1,0,1,0,0,0,77,246,149,3,11,18.625,0.375,1.375,13.54545455,0.272727273,,,,,23,2017,94,3,2,3,0,0,FALSE,2,0,0,0,2,2,0.5,0.431226766
Jimmy Clausen,2010,QB,car,2,48,notre dame,1,1,4.76,,,,,,1,0,0,0,0,0,75,222,3627,31,484,302.25,2.583333333,40.33333333,7.493801653,0.064049587,,,,,22,2015,21,3,0,3,0,0,FALSE,1,0,0,0,0,0,0,0.161290323
Jimmy Graham,2010,TE,nor,3,95,miami (fl),1,1,4.53,38.5,,120,6.9,4.45,1,1,0,1,1,1,78,260,213,5,17,21.3,0.5,1.7,12.52941176,0.294117647,,,,,23,2021,184,61,39,74,1,5,FALSE,10,3,13,8,11,35,8.75,0.998141264
Joe Haden,2010,DB,cle,1,7,florida,1,1,4.52,35,18,125,6.94,4.34,1,1,1,1,1,1,71,193,0,0,0,0,0,0,,,,,,,21,2021,158,62,39,74,0,3,FALSE,10,5,7,5,12,29,7.25,0.959016393
Joe Hawley,2010,OL,atl,4,117,unlv,1,1,5.21,26,35,105,7.5,4.73,1,1,1,1,1,1,75,297,0,0,0,0,0,0,,,,,,,21,2017,91,27,13,30,0,0,FALSE,3,1,7,1,4,13,3.25,0.537383178
Joe McKnight,2010,RB,nyj,4,112,usc,1,1,4.4,36.5,18,120,,,1,1,1,1,0,0,71,198,1160,8,186,96.66666667,0.666666667,15.5,6.23655914,0.043010753,,,,,22,2014,41,7,6,7,0,0,FALSE,0,1,3,2,0,6,1.5,0.467741935
Joe Webb,2010,WR,min,6,199,ala-birmingham,1,0,,,,,,,,,,,,,,,3735,33,499,311.25,2.75,41.58333333,7.48496994,0.066132265,,,,,23,2020,104,4,4,4,0,0,FALSE,0,2,2,0,0,4,1,0.464471404
John Conner,2010,RB,nyj,5,139,kentucky,1,1,4.64,35,24,111,7.15,4.32,1,1,1,1,1,1,71,246,204,3,36,17,0.25,3,5.666666667,0.083333333,,,,,23,2014,62,0,0,0,0,0,FALSE,1,0,0,0,0,0,0,0.092741935
John Jerry,2010,OL,mia,3,73,mississippi,1,1,5.15,27.5,,101,7.93,4.69,1,1,0,1,1,1,77,328,0,0,0,0,0,0,,,,,,,24,2019,132,40,17,47,0,0,FALSE,6,4,2,7,7,20,5,0.683035714
John Skelton,2010,QB,ari,5,155,fordham,0,1,4.85,33.5,,108,7.17,4.33,1,1,0,1,1,1,77,243,0,0,0,,,,,,,,,,22,2012,20,4,4,4,0,0,FALSE,1,2,4,-2,0,4,1,0.543778802
Jon Asamoah,2010,OL,kan,3,68,illinois,1,1,5.07,,,,,,1,0,0,0,0,0,76,305,0,0,0,0,0,0,,,,,,,22,2014,75,21,13,23,0,0,FALSE,4,1,5,4,5,15,3.75,0.6375
Jonathan Crompton,2010,QB,sdg,5,168,tennessee,1,0,,,,,,,,,,,,,,,2748,28,428,211.3846154,2.153846154,32.92307692,6.420560748,0.065420561,,,,,23,,,,,0,0,0,FALSE,0,0,0,0,0,0,0,0.161290323
Jonathan Dwyer,2010,RB,pit,6,188,georgia tech,1,1,4.64,33,15,107,7.56,4.67,1,1,1,1,1,1,71,229,1432,14,240,102.2857143,1,17.14285714,5.966666667,0.058333333,,,,,21,2014,38,8,8,8,0,0,FALSE,1,0,1,5,2,8,2,0.533602151
Jordan Pugh,2010,DB,car,6,202,texas aandm,1,0,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,22,2013,44,4,3,4,0,0,FALSE,0,2,1,1,0,4,1,0.369535519
Jordan Shipley,2010,WR,cin,3,84,texas,1,1,4.6,36.5,16,116,,,1,1,1,1,0,0,71,193,1485,13,117,106.0714286,0.928571429,8.357142857,12.69230769,0.111111111,,,,,24,2012,24,7,5,7,0,0,FALSE,0,5,0,2,0,7,1.75,0.576256499
Jorrick Calvin,2010,DB,ari,6,201,troy,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,23,2010,12,1,,1,0,0,FALSE,0,1,0,0,0,1,0.25,0.164617486
Josh Hull,2010,LB,stl,7,254,penn st.,1,1,4.93,32.5,25,115,6.86,4.07,1,1,1,1,1,1,75,237,0,0,0,0,0,0,,,,,,,23,2013,39,3,2,3,0,0,FALSE,0,0,1,1,1,3,0.75,0.311608961
Joshua Moore,2010,DB,chi,5,141,kansas st.,1,1,4.5,36.5,2,122,6.74,4.07,1,1,1,1,1,1,71,188,0,0,0,0,0,0,,,,,,,22,2010,3,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0.05942623
Kam Chancellor,2010,DB,sea,5,133,virginia tech,1,1,4.62,32,22,116,7.36,4.41,1,1,1,1,1,1,75,231,0,0,0,0,0,0,,,,,,,22,2017,109,49,49,55,0,4,FALSE,7,1,10,7,12,30,7.5,0.965163934
Kareem Jackson,2010,DB,hou,1,20,alabama,1,1,4.4,37.5,13,118,6.92,4.14,1,1,1,1,1,1,70,196,2,0,1,0.142857143,0,0.071428571,2,0,,,,,22,2022,193,52,32,63,0,0,FALSE,12,5,5,7,5,22,5.5,0.890027322
Kavell Conner,2010,LB,ind,7,240,clemson,1,1,4.59,33.5,24,110,7.36,4.6,1,1,1,1,1,1,72,242,0,0,0,0,0,0,,,,,,,23,2015,78,20,15,22,0,0,FALSE,3,4,6,5,1,16,4,0.711812627
Keenan Clayton,2010,LB,phi,4,121,oklahoma,1,1,4.59,41.5,27,124,,,1,1,1,1,0,0,73,229,0,0,0,0,0,0,,,,,,,23,2012,36,3,2,3,0,0,FALSE,0,1,1,1,0,3,0.75,0.311608961
Kendrick Lewis,2010,DB,kan,5,136,mississippi,1,1,4.73,31.5,16,116,6.88,4.33,1,1,1,1,1,1,72,198,0,0,0,0,0,0,,,,,,,22,2018,103,30,18,34,0,0,FALSE,6,5,7,3,5,20,5,0.862021858
Kerry Meier,2010,WR,atl,5,165,kansas,1,1,4.62,35,13,115,,4.23,1,1,1,1,0,1,74,224,1053,8,107,87.75,0.666666667,8.916666667,9.841121495,0.074766355,,,,,23,2011,12,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0.1152513
Kevin Thomas,2010,DB,ind,3,94,usc,1,1,4.41,34.5,19,126,6.82,4.18,1,1,1,1,1,1,72,192,0,0,0,0,0,0,,,,,,,23,2011,9,2,2,7,0,0,FALSE,0,0,2,0,0,2,0.5,0.243169399
Koa Misi,2010,LB,mia,2,40,utah,1,1,4.75,38,,127,7.07,4.27,1,1,0,1,1,1,75,251,0,0,0,0,0,0,,,,,,,23,2016,84,30,30,34,0,0,FALSE,6,6,5,7,6,24,6,0.847250509
Kurt Coleman,2010,DB,phi,7,244,ohio st.,1,1,4.55,,19,,,,1,0,1,0,0,0,70,192,0,0,0,0,0,0,,,,,,,22,2019,146,33,12,39,0,0,FALSE,6,2,6,5,1,14,3.5,0.724726776
Kyle Williams,2010,WR,sfo,6,206,arizona st.,1,1,4.4,33,11,118,7,4.19,1,1,1,1,1,1,70,188,920,9,63,76.66666667,0.75,5.25,14.6031746,0.142857143,,,,,22,2013,39,6,6,110,0,0,FALSE,0,12,5,10,12,39,9.75,0.985268631
Kyle Wilson,2010,DB,nyj,1,29,boise st.,1,1,4.43,,25,,,,1,0,1,0,0,0,70,194,0,0,0,0,0,0,,,,,,,23,2015,95,16,14,17,0,0,FALSE,2,3,3,7,1,14,3.5,0.724726776
Lamarr Houston,2010,DL,oak,2,44,texas,1,1,4.84,33.5,30,114,7.61,4.71,1,1,1,1,1,1,75,305,0,0,0,0,0,0,,,,,,,23,2017,100,31,25,35,0,0,FALSE,5,7,6,7,7,27,6.75,0.913151365
Larry Asante,2010,DB,cle,5,160,nebraska,1,1,4.62,37.5,14,118,7,4.17,1,1,1,1,1,1,72,212,0,0,0,0,0,0,,,,,,,22,2015,39,2,,2,0,0,FALSE,0,0,0,0,0,0,0,0.05942623
Larry Hart,2010,DL,jax,5,143,central arkansas,1,0,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,23,2010,14,1,1,1,0,0,FALSE,0,1,0,0,0,1,0.25,0.183622829
Levi Brown,2010,QB,buf,7,209,troy,1,1,4.93,31.5,20,106,7.07,4.43,1,1,1,1,1,1,75,229,4278,24,559,329.0769231,1.846153846,43,7.652951699,0.04293381,,,,,23,2010,1,0,0,37,0,0,FALSE,0,5,7,0,2,14,3.5,0.725806452
Linval Joseph,2010,DL,nyg,2,46,east carolina,1,1,5.09,30,39,100,8.12,4.71,1,1,1,1,1,1,76,328,1,1,1,0.071428571,0.071428571,0.071428571,1,1,,,,,21,2022,179,70,16,77,0,2,FALSE,11,1,6,7,8,22,5.5,0.845205479
